Randolph,11189.9,10185.7,10856.6,10452.1,9313,9669.7,9666.8,10450,10164.6,10514.9,11191.5,10534.9,11104.8,12395.8,11474,11779.7,14905.8,12565.6,12304.4,12014.4,12325
Richland,13341,12115.7,13098.8,14066,12916.4,12343.9,11861.2,11968.6,11554.7,11911.5,14602,13852,13638.3,14158.5,14135.2,14203.7,14365.9,14061.2,16175,14220.8,14561.1
Rock Island,12816.7,11255.7,11573.5,10700.7,10248,10112.4,10124.1,10885,11286.8,11730.5,12997.5,13174.7,12748.3,11536.9,10750.1,12111.9,13646.3,13560.7,15368.1,15756.9,12725.4
St. Clair,18478.7,16626.7,16207.2,15230.8,13873.1,13050.7,12298.3,13378.5,14283,14759.4,12647,12622,15312.9,14754,16419.3,15615,18733.9,18992.9,17924.5,18699.9,16081.7
Saline,18141.8,18265.7,17831,16982.1,14658.8,15614.8,15368.2,16335.4,14590.4,15646.5,20018.8,20795.1,18200.1,18854.4,16290,18795.4,20097,20263.4,17993.7,20246.2,22405.1
Sangamon,11002.4,9360.1,10171,9944.5,9561.4,9421.5,9193.7,9944.1,10013.6,10306.2,10954,12278.3,12655.1,11189.5,12900.4,12979.6,15743.6,13733.2,14918.3,15023.8,14995.6
Schuyler,12923,11510.6,11636.7,10855,9312.9,9445.8,8928.8,9393.7,9093.4,9574.2,10349,10421.9,11053.7,11189.2,11737.2,11822.4,12064.1,12075.9,13037,13015,12713.3
Scott,10603.9,9957,11329.6,10575.7,9465.1,10182,9258.3,10136.2,9333.6,9657.9,10372,11721.1,10078,10385.3,9938.6,9540.8,11219.4,11633.6,13125.7,11798.6,11154.8
Shelby,9758.6,9078.1,9964.4,9552.7,8940.9,9164.1,9056.5,9723.7,9219.9,9322.2,10225,10384.7,11638.4,9826.8,10426.2,12128.5,10681.9,11644.9,12384.9,11515.8,11453.5
Stark,10263.6,8944.1,9617.5,9727.2,8181.5,8453.4,8703.2,9253.4,8989.7,9170.4,10218.4,10477.6,9767.2,10656.4,11186.5,10440.8,9916.1,10392.5,10793.8,11646.3,12439.5
Stephenson,10217,9065.7,9392,9364.8,9019.4,9215,9324.4,10317,10063.3,10569.5,10414.7,12630.2,13685.8,12264.4,12483.3,13160.7,14328.2,14765.9,18259.2,13819.3,12708.5
Tazewell,9701.3,7843.4,8442.4,8066.9,7040.6,6858.9,6746.4,7433.8,7942.8,8421.5,8446,8499.7,7656.4,7520.2,7930.2,9706.4,11062.2,8420.7,8645.5,8925.1,8174.3
Union,17680.4,15398.6,16081.3,15280.2,14112.1,14041.7,13220.4,13663.5,13573.6,14057,15926.1,16004.9,20746.2,17495.1,19761,18192.6,19551.5,16390.7,16532.8,17647.7,15085
Vermilion,15175.9,13872,14610.5,13512.4,12430.6,12604.2,12399.9,13535.6,13512.7,14300.5,17448.7,16784.1,17601.9,13766.6,20383.1,20131.1,19105.7,18170.2,18790.6,18255.8,17693.8
Wabash,12062.8,11203.3,11834.2,11854.1,11866.8,11477.3,10929,11226.3,11352.6,11813.2,14689.6,13615,12331.5,13209.4,12508.3,14187.5,13323.2,13255.4,14513.1,14633.3,12095
Warren,12679.5,11829.1,12682.5,11689,9576,10155.2,10400.1,11067,10067.5,10377.8,12084.6,12074.7,11667,11418.1,12177.1,12937.5,13209.7,13607,14070.3,12649.7,13464.9
Washington,8902.9,7693.3,8067.8,7591.9,6881.1,6832.9,7006.2,7832.6,7090.7,7023.7,7612,8162.3,7555.4,8253.1,9325.7,8048.2,9344.6,9602.4,9754.2,10050.9,8626.5
Wayne,12332.4,12117.5,11922.8,12619.8,11817.7,11775.4,12075.2,12365.5,11860.5,12013.5,14577.2,13565.9,14188,13207.3,14033.8,14776.5,12587.2,14090.6,17308.6,14852.2,12768.7
White,15032.6,14713.7,15263.2,15282.2,12828.7,12541.6,12141.8,12907.9,11977.9,12611.8,13831.8,15151.9,13544.2,14299.2,14986.1,16404.9,16386.3,14031,15090.2,13656.6,14504.1
Whiteside,9913.9,9351,9060.3,8929.7,8259.4,8192.7,8428.2,9041.7,9358,9640.8,10725.3,10853.3,11020.2,11178.2,11568.7,11496.1,13028.2,11702.8,11926.9,11904.8,12505.5
Will,7796.8,6146.3,6590.1,5812,5513.1,5481.4,5753.2,6505.9,6935.9,6961.6,5409.7,6064,5878.6,6535.5,7028.2,8427.3,8283.7,8312.4,8412.1,7983.4,7840.2
Williamson,14782.4,14117.2,14741.6,14166.1,13255.6,13337.4,12977.6,13542.7,13377.1,13463.5,12496.3,15202.4,15619.4,17727,17561.8,15484.8,15500.2,14720.7,15655.6,15328,15668.6
Winnebago,11640.7,9406,10157.6,9797.2,9757.5,9897.8,10313.2,11809.2,12246.6,12740.5,11784.6,14376.4,13809.9,13810.1,17645.1,17217.3,18848.9,15813.8,16023,16588.2,14470.3
Woodford,6904.9,5799,6267.8,5904.3,4795.6,5129.7,5514.8,5823.9,6029.2,6027.8,5338.6,6294,5740.1,5729.2,6660.6,7256.7,6761.2,6222.2,6862.5,6152.6,6791.2
Illinois,13254.4,11089.7,11107.3,10442,10006,9875.1,9991.9,11271.9,11356.9,11804.6,11776.4,12149.1,11784.6,11996.8,13060.7,13490,14554.2,14349.9,14289.5,13992.7,13236.5
Central,11813.7,10497.7,11034.9,10598.9,9930.6,9963,9838.5,10605.6,10481.5,10920,11942.9,12560.6,12446,12148.3,13246.8,13414.3,14786.9,14591.4,14730.1,14655.5,13851.1
Northern minus Cook,6819.1,5601.1,6028.2,5722.5,5713.9,5636.4,5959.9,6815,7209.8,7432.1,6992.4,7173.2,6981.8,7642,8624.5,9313.8,10242,9609.5,9524.7,9455.6,9109.9
South,14722.3,13426.9,13804.3,13139.7,11911.5,11833.2,11433.2,12216.9,12093.3,12506.2,13024.6,13455.7,13836.3,13950,14977.1,14696.5,15979.6,15363.4,15646.4,15797.5,14526.2
